"name","approx_cost(for two people)","online_order","book_table","rest_type","listed_in(type)","listed_in(city)","dish_liked","cuisines","rate"
"Cafe Aira",500,1,0,"Cafe","Delivery","Banashankari","Pasta, Nachos, Jalapeno Poppers, Burrito Bowl, Ferrero Rocher Shake, Falafal Sandwich, Banana Waffles","Cafe, Continental, Beverages, Desserts","4"
"Penthouse Cafe",700,1,0,"Cafe","Delivery","Banashankari","Pizza, Mocktails, Coffee, Nachos, Salad, Pasta, Sandwiches","Cafe, Italian, Continental","4"
"Mast Punjabi",400,1,0,"Quick Bites","Delivery","Banashankari","Aloo Paratha","North Indian, Chinese, Rolls, Biryani, Kebab","3"
"South Grand",400,1,0,"Casual Dining","Delivery","Banashankari","Rava Dosa","South Indian, North Indian, Chinese, Beverages","3"
"Catch-up-ino",800,1,0,"Cafe","Delivery","Banashankari","Momos, Mushroom Bruschettas, Jalapeno Cheeseballs, Pasta, Red Velvet Shake, Red Velvet Milkshake, Maggi","Cafe, Fast Food, Continental, Chinese, Momos","4"
"The Pizzeria",800,1,0,"Casual Dining","Delivery","Banashankari","Pesto Pizza","Pizza, Italian, Salad","3"
"Ruchis Point",200,1,0,"Quick Bites","Delivery","Banashankari","Sandwiches, Noodles, Sandwich","Fast Food, Chinese","4"
"Firangi Bake",600,1,0,"Delivery","Delivery","Banashankari","Lasagne, Steak, Masala Quesadilla, Garlic Bread","Mexican, Italian","4"
"The Royal Corner - Pai Viceroy",900,1,1,"Casual Dining","Delivery","Banashankari","Breakfast Buffet, Kulcha, Almond Soup, Lunch Buffet, Roti, Mocktails, Vegetarian","North Indian, Chinese","4"
"Hara Fine Dine",800,1,1,"Casual Dining","Delivery","Banashankari","Hara Bhara Kabab, Crispy Corn, Patiala Paneer, Panneer Butter Masala, Dum Biryani, Jal-jeera, Butter Naan","North Indian, Chinese","4"
"Chocoberry",400,1,0,"Dessert Parlor","Delivery","Banashankari","Waffles, Cup Cake, Chocolate Cake","Ice Cream, Desserts, Beverages","4"
"Waffle-A-Go Go",400,1,0,"Dessert Parlor","Delivery","Banashankari","Waffles","Fast Food, Desserts, Ice Cream","4"
"Cross Road Cafe",300,1,0,"Cafe","Delivery","Banashankari","Momos, Burgers, Rolls, Sandwich, Hot Chocolate, Tea, Naga Thali","Cafe, Fast Food, Chinese","4"
"Bakers Town",650,1,0,"Cafe","Delivery","Banashankari","Freak Shake, Fries, Pasta Alfredo","Cafe, Continental, Fast Food","4"
"Ivy",600,1,0,"Casual Dining","Delivery","Banashankari","Butter Chicken, Chicken Grill, Tandoori Chicken, Noodles, Biryani, Fried Rice Chicken","North Indian, Chinese, Fast Food","4"
"The Airos",650,1,0,"Cafe","Delivery","Banashankari","Pizza, Pasta, Nachos, Burgers, Sandwich, Tea, Cheese Balls","Cafe, Italian, Pizza","4"
"Chai Kraft",100,1,0,"Beverage Shop","Delivery","Banashankari","Masala Chai, Coffee, Masala Tea, Maggi","Beverages, Tea","4"
"Kirthi's Biryani",700,1,0,"Cafe","Delivery","Banashankari","Pasta, Gelato, Garlic Bread, Mojito, Nachos, Paneer Pizza, Mocktails","Chinese, Cafe, Italian","4"
"The Trundle",700,1,0,"Casual Dining","Delivery","Banashankari","Salad, Mocktails, Chocolava, Pesto Pasta, Momos, Jasmine Rice, Tom Yum Soup","Chinese, Thai, Continental, North Indian","4"
"The Krishna Grand Xpress",350,1,0,"Quick Bites","Delivery","Banashankari","Vada, Masala Dosa, Idli","South Indian, Fast Food","4"
"Udupi Grand",300,1,0,"Quick Bites","Delivery","Banashankari","Coffee, Masala Dosa, Vegetable Biryani","South Indian, North Indian, Chinese","4"
"Little Cafe",600,1,0,"Cafe","Delivery","Banashankari","Pasta, Pizza, Burgers, Pancakes, Garlic Bread","Cafe, Beverages","4"
"1980s Games Cafe",400,1,0,"Cafe","Delivery","Banashankari","Maggi, Pasta, Burgers, Sandwiches, Fries","Cafe, Fast Food","3"
"Kadala Tarangaa",600,1,0,"Casual Dining","Delivery","Banashankari","Sea Food, Neer Dosa","Mangalorean, Seafood, North Indian","4"
"As On Fire",400,1,0,"Food Truck","Delivery","Banashankari","Pizza","Pizza, Fast Food, BBQ","4"
"Curry Leaves",800,1,0,"Casual Dining","Delivery","Banashankari","Brownie, Mojito, Prawn Ghee Roast, Corn Tikki, Mushroom Ghee Roast, Pinacolada, Biryani","Andhra, North Indian, Chinese","4"
"Magic Meals",400,1,0,"Quick Bites, Dessert Parlor","Delivery","Banashankari","Biryani, Thick Shakes, Fries","Fast Food, Desserts, Beverages","4"
"Desi Cream Junction",650,1,1,"Casual Dining","Delivery","Banashankari","Vegetarian","Chinese, North Indian, Pizza, Italian","4"
"Eat Repeat",150,1,0,"Quick Bites","Delivery","Banashankari","Sweet Pongal, Curd Rice","South Indian","4"
"Salut",1200,1,1,"Pub, Casual Dining","Delivery","Banashankari","Pesto Pizza, Buffalo Wings, Cocktails, Beer, Egg Ghee Roast, Brownie, Pepper Chicken","Continental, Finger Food, Seafood, Pizza","4"
"Sandwich Mama's And Frozen Monster",250,1,0,"Quick Bites","Delivery","Banashankari","Waffles, Sandwiches, Maggi, Thick Shakes, Chocolate Sandwich","Ice Cream, Beverages, Fast Food","4"
"Food Springs",400,1,0,"Quick Bites","Delivery","Banashankari","Honey Chilli Potatoes, Nachos, Lemonade, Hakka Noodles, Babycorn Manchurian, Mushroom Manchurian, Spring Roll","South Indian, Chinese","4"
"Chung's Chinese Corner",700,1,0,"Casual Dining","Delivery","Banashankari","Manchow Soup, Momos, Wonton Soup, Chowmein, American Chopsuey, Chop Suey, Manchurian","Chinese","4"
"Eurasia Pasta and Barbeque by Little Italy",1200,1,1,"Casual Dining, Bar","Delivery","Banashankari","Pasta, Pizza, Nachos, Gelato, Ravioli, Jalapeno Poppers, Cocktails","Italian, Fast Food, Salad, BBQ","4"
"Goli Vada Pav No. 1",200,1,0,"Quick Bites","Delivery","Banashankari","Masala Vada Pav, Cheese Vada Pav, Fries","Street Food","4"
"Ragoo's",800,1,0,"Casual Dining","Delivery","Banashankari","Corn Augratin, Lasagne, Fries, Garlic Bread, Pili Pili Pizza, Mexican Rice, Ravioli","Italian, Pizza, North Indian, Salad","4"
"Pure & Natural",500,1,0,"Casual Dining","Delivery","Banashankari","Salads, Sandwiches, Pasta, Mocktails, Corn Sandwich, Garden Salad, Miso Salad","Fast Food, Continental, Beverages, Salad, Healthy Food","4"
"Maiyas",200,1,0,"Quick Bites","Delivery","Banashankari","Coffee, Thali, Kharabath, Masala Dosa, Idli Vada, Vanilla Ice Cream, Bisi Bele Bhaath","North Indian, South Indian, Fast Food, Juices","4"
"Sip n Dine",800,1,0,"Casual Dining","Delivery","Banashankari","Veg Jaipuri, Neer Dosa, Kulcha, Pepper Chicken, Chilli Mushroom, Murgh Platter, Paneer Tikka","North Indian, Chinese, South Indian","4"
"Cafe Mondo",600,1,0,"Cafe","Delivery","Banashankari","Pizza, Pasta Alfredo, Brownie, Garlic Bread, Sandwiches, Lemon Mojito, Mocha Fudge","Cafe, Italian, Beverages","4"
"Jalpaan",900,1,1,"Casual Dining","Delivery","Banashankari","Mocktails, Tomato Soup, Pasta, Nachos, Chaat, Potli Biryani, Lassi","North Indian, Continental","4"
"Kataria's Pakwan",400,1,0,"Quick Bites","Delivery","Banashankari","Paratha, Lassi, Manchurian, Thali","North Indian","3"
"Juicy Momos",250,1,0,"Quick Bites","Delivery","Banashankari","Rolls, Burgers, Juicy Momos, Chicken Momo, Chocolate Momos, Mushroom Momo, Paneer Momos","Tibetan, Momos","4"
"Amande Patisserie",300,1,0,"Bakery","Delivery","Banashankari","Macaroon, Mousse, Caramel Eclair","Bakery, French, Desserts","4"
"Anand Sweets and Savouries",400,1,0,"Sweet Shop","Delivery","Banashankari","Dahi Papadi Chaat, Papdi Chaat, Bhel Puri, Paratha, Kachori, Thali, Masala Poori","Mithai, Street Food","4"
"Chicken Hunt",350,1,0,"Quick Bites","Delivery","Banashankari","Chicken Grill","South Indian, North Indian, Chinese, Biryani","4"
"Swadesh Tadka",600,1,0,"Casual Dining","Delivery","Banashankari","Gulab Jamun, Roti, Masala Papad, Babycorn Manchurian, Paratha, Clear Soup, Biryani","North Indian, Chinese, Beverages","4"
"Cane-O-La",100,1,0,"Quick Bites","Delivery","Banashankari","Sugarcane Juice, Popcorn","Juices","4"
"New Biryani Mane",450,1,0,"Casual Dining","Delivery","Banashankari","Egg Biryani, Tandoori Chicken, Fish, Rumali Roti","North Indian, Chinese, Biryani, South Indian","4"
"Upahara Darshini",400,1,0,"Quick Bites","Delivery","Banashankari","Rava Dosa, Roti, Masala Dosa, Kulcha, Sandwiches, Vada Pav, Idli","South Indian, North Indian, Chinese","4"
"Karnataka Bhel House",100,1,0,"Quick Bites","Delivery","Banashankari","Masala Poori, Bhel Puri, Panipuri, Chaat, Dahipuri, Sev Puri, Dahi Aloo Puri","Street Food","4"
"Sreeraj Lassi Bar",150,1,0,"Dessert Parlor, Beverage Shop","Delivery","Banashankari","Faluda, Mango Lassi, Sweet Lassi, Fruit Salad, Shrikhand, Matka Kulfi, Pudina Lassi","Beverages","4"
"Bunt's Biriyani Palace",400,1,0,"Quick Bites","Delivery","Banashankari","Neer Dosa, Sea Food, Pepper Chicken","North Indian, South Indian, Chinese, Biryani, Seafood","3"
"Chai Point",250,1,0,"Beverage Shop, Quick Bites","Delivery","Banashankari","Ginger Chai, Ginger Tea, Banana Cake, Samosa, Masala Chai, Banana Walnut","Tea, Beverages, Fast Food","3"
"Janahaar",100,1,0,"Quick Bites","Delivery","Banashankari","Masala Dosa, Idli, Filter Coffee, Medu Dosa","South Indian","4"
"Redberrys",600,1,0,"Cafe","Delivery","Banashankari","Pizza, Fries, Anjeer Ice Cream, Sandwiches, Gelato, Burgers, Kesar Badam","Cafe, Italian","4"
"Utsav",200,1,0,"Quick Bites","Delivery","Banashankari","Paratha, Kachori, Tea, Lassi, Samosa, Vada Pav","North Indian, Street Food","4"
"The Spice Saga",750,1,0,"Casual Dining","Delivery","Banashankari","Biryani, Chicken Grill, Butter Chicken","Biryani, North Indian, Chinese, Seafood","4"
"Jalsa",800,1,1,"Casual Dining","Delivery","Banashankari","Pasta, Lunch Buffet, Masala Papad, Paneer Lajawab, Tomato Shorba, Dum Biryani, Sweet Corn Soup","North Indian, Mughlai, Chinese","4"
"Subz",1000,1,1,"Casual Dining","Delivery","Banashankari","Veg Buffet, Pasta, Salads, Rasmalai, Chaat, Biryani, Fries","North Indian, South Indian","4"
"Cafe Shuffle",600,1,1,"Cafe","Delivery","Banashankari","Mocktails, Peri Fries, Lasagne, Pizza, Chicken Bbq Wings, Virgin Mojito, Nachos","Cafe, Italian, Continental","4"
"Mint and Mustard",750,1,0,"Casual Dining","Delivery","Banashankari","Paneer Tikka, Masala Papad, Garlic Naan","North Indian, Chinese","4"
"Punjabi Raswada",800,1,1,"Casual Dining","Delivery","Banashankari","Gajar Ka Halwa, Lassi, Jeera Rice, Shahi Paneer, Shikanji, Makke Ki Roti, Kofta Curry","North Indian","4"
"Vinny's",800,1,1,"Casual Dining","Delivery","Banashankari","Pizza, Pasta, Garlic Bread, Nachos, Penne Alfredo, Mozzarella Sticks, Salad","Pizza, Italian, Continental, Desserts","4"
"Kapoor's Cafe",800,1,0,"Casual Dining","Delivery","Banashankari","Lassi, French Fries, Cheese Balls, Paneer Pakora, Dal Makhani, Buttermilk, Cheese Paratha","North Indian","4"
"Sukh Sagar",450,1,0,"Casual Dining","Delivery","Banashankari","Pav Bhaji, Chaat, Sandwiches, Coffee, Noodles, Masala Dosa, Roti","South Indian, North Indian, Chinese, Street Food","4"
"Andhra Ruchulu",1000,1,1,"Casual Dining, Bar","Delivery","Banashankari","Andhra Meal, Mutton Biryani, Chicken Sholay, Chicken Biryani, Chicken Guntur, Andhra Thali, Guava Ice Cream","Andhra, Biryani, North Indian, Chinese","4"
"Steaming Mugs",700,1,0,"Cafe","Delivery","Banashankari","Fries, Oreo Shake, Pasta Arrabiata","Cafe","4"
"San Churro Cafe",800,1,0,"Cafe, Casual Dining","Delivery","Banashankari","Churros, Cannelloni, Minestrone Soup, Hot Chocolate, Pink Sauce Pasta, Salsa, Veg Supreme Pizza","Cafe, Mexican, Italian","4"
"Rajathadri Food Fort",600,1,0,"Casual Dining","Delivery","Banashankari","Butter Naan, Filter Coffee, Pav Bhaji, Vada, Babycorn Manchurian, Tea, Paneer Tikka Masala","South Indian, North Indian, Chinese, Street Food","4"
"Brew Meister",1500,1,1,"Microbrewery, Casual Dining","Delivery","Banashankari","Cocktails, Pasta, Paneer Tikka, Mocktails, Wheat Beer, Corn Paratha, Misal Pav","North Indian, Continental, Finger Food, American, Asian","4"
"Rasoi",300,1,0,"Quick Bites","Delivery","Banashankari","Lassi, Panneer Butter Masala, Paratha, Thali","North Indian, Chinese","3"
"Mr. Singh Da Dhaba",300,1,0,"Quick Bites","Delivery","Banashankari","Mughlai Paratha, Laccha Paratha, Rolls","North Indian, Chinese","4"
"Ayodhya Upachar",200,1,0,"Quick Bites","Delivery","Banashankari","Panneer Butter Masala, Vada, Curd Rice, Idli, Jeera Rice, Naan, Kulcha","South Indian, North Indian, Chinese, Street Food","4"
"Biriyani Mane",400,1,0,"Quick Bites","Delivery","Banashankari","Biryani, Chilli Chicken, Neer Dosa","North Indian, Biryani","4"
"Cafe Ajfan",700,1,0,"Cafe","Delivery","Banashankari","Sandwiches, Pasta, Cobb Salad, Pizza, Burgers, Calzone, Fries","Cafe, Continental, Beverages","4"
"Brundhavana Food Point",300,1,0,"Quick Bites","Delivery","Banashankari","Biryani","South Indian, North Indian, Chinese, Street Food, Beverages","4"
"SLV Corner Restaurant",550,1,0,"Casual Dining","Delivery","Banashankari","Masala Dosa, Filter Coffee, Maddur Vada, Curd Vadai, Onion Dosa, Upma, Sunday Breakfast","South Indian, Chinese, North Indian, Street Food, Rolls, Juices","4"
"The Krishna Grand",750,1,0,"Casual Dining","Delivery","Banashankari","Spring Dosa, Coffee, Spring Roll, Masala Papad, Rava Idli, Panneer Butter Masala, Chaat","North Indian, South Indian, Chinese, Fast Food, Juices","4"
"Roti Ghar",500,1,0,"Casual Dining","Delivery","Banashankari","Coffee, Spring Roll, Roti, Panneer Butter Masala, Noodles, Butter Naan, Masala Dosa","North Indian, Chinese, South Indian","4"
"The Coffee Shack",500,1,1,"Cafe","Delivery","Banashankari","Coffee, Spaghetti, Pancakes, Nachos, Pasta, Sandwich, Garlic Bread","Cafe, Chinese, Continental, Italian","4"
"Baisakhi",500,1,0,"Casual Dining","Delivery","Banashankari","Masala Chaach, Tomato Shorba, Gajar Ka Halwa, Biryani, Deluxe Punjabi Thali, Rajma, Paneer Tikka Masala","North Indian","4"
"Corner House Ice Cream",400,0,0,"Dessert Parlor","Desserts","Banashankari","Hot Chocolate Fudge, Vanilla Ice Cream, Fudge Cake, Chocolate Mousse","Ice Cream, Desserts","4"
"Poonam Sweets",150,0,0,"Sweet Shop","Desserts","Banashankari","Dhokla, Jalebi, Badam Milk, Rabri, Rasgulla, Rasmalai, Samosa Kachori","Mithai","4"
"Old Mumbai Ice Cream",150,1,0,"Dessert Parlor","Desserts","Banashankari","Friendly Staff","Ice Cream","4"
"Polar Bear",400,1,0,"Dessert Parlor","Desserts","Banashankari","Sandwiches, Hot Chocolate Fudge, Strawberry Milkshake","Ice Cream, Desserts, Beverages, Sandwich","4"
"San Churro Cafe",800,1,0,"Cafe, Casual Dining","Desserts","Banashankari","Churros, Cannelloni, Minestrone Soup, Hot Chocolate, Pink Sauce Pasta, Salsa, Veg Supreme Pizza","Cafe, Mexican, Italian","4"
"Kirthi's Biryani",700,1,0,"Cafe","Desserts","Banashankari","Pasta, Gelato, Garlic Bread, Mojito, Nachos, Paneer Pizza, Mocktails","Chinese, Cafe, Italian","4"
"Stoned Monkey",500,1,0,"Dessert Parlor","Desserts","Banashankari","Nachos, Cup Cake, Hot Chocolate Fudge, Salsa, Cheesy Garlic Bread, Waffles, Tiramisu","Desserts, Ice Cream","4"
"Floured-Baked With Love",400,0,0,"Takeaway, Delivery","Desserts","Banashankari","Cup Cake, Chocolate Cake","Bakery","4"
"Waffle-A-Go Go",400,1,0,"Dessert Parlor","Desserts","Banashankari","Waffles","Fast Food, Desserts, Ice Cream","4"
"Sri Venkateshwara Sweet Meat Stall",400,0,0,"Sweet Shop, Quick Bites","Desserts","Banashankari","Mysore Pak, Pav Bhaji, Chaat, Masala Poori, Badam Milk, Paratha, Panipuri","Mithai, Street Food, North Indian, Chinese","4"
"Redberrys",600,1,0,"Cafe","Desserts","Banashankari","Pizza, Fries, Anjeer Ice Cream, Sandwiches, Gelato, Burgers, Kesar Badam","Cafe, Italian","4"
"Amande Patisserie",300,1,0,"Bakery","Desserts","Banashankari","Macaroon, Mousse, Caramel Eclair","Bakery, French, Desserts","4"
"A2B Veg - Adyar Ananda Bhavan",400,1,0,"Casual Dining","Desserts","Banashankari","Masala Dosa","South Indian, North Indian, Chinese, Street Food","3"
"The Krishna Grand",750,1,0,"Casual Dining","Dine-out","Banashankari","Spring Dosa, Coffee, Spring Roll, Masala Papad, Rava Idli, Panneer Butter Masala, Chaat","North Indian, South Indian, Chinese, Fast Food, Juices","4"
"Sea Spice by 7 Star",1200,1,1,"Casual Dining","Dine-out","Banashankari","Sea Food, Neer Dosa, Anjal Masala Fry, Coconut Pudding, Chicken Biryani, Roti, Fish Curry","Seafood, Biryani, Beverages, South Indian, North Indian, Kebab","4"
"Mini Punjabi Dhaba",350,1,0,"Quick Bites","Dine-out","Banashankari","Panneer Butter Masala, Lassi, Paratha, Jeera Rice, Paneer Parantha, Bhindi Fry, Veg Kolhapuri","North Indian","4"
"Onesta",600,1,1,"Casual Dining, Cafe","Dine-out","Banashankari","Farmhouse Pizza, Chocolate Banana, Virgin Mojito, Pasta, Paneer Tikka, Lime Soda, Prawn Pizza","Pizza, Cafe, Italian","5"
"Wamama",800,1,1,"Casual Dining","Dine-out","Banashankari","Sushi, Noodles, Wine, Khau Suey, Mocktails, Yakisoba, Spring Roll","Asian, Korean, Indonesian, Japanese, Chinese, Thai, Momos","4"
"Jalsa",800,1,1,"Casual Dining","Dine-out","Banashankari","Pasta, Lunch Buffet, Masala Papad, Paneer Lajawab, Tomato Shorba, Dum Biryani, Sweet Corn Soup","North Indian, Mughlai, Chinese","4"
"Vinny's",800,1,1,"Casual Dining","Dine-out","Banashankari","Pizza, Pasta, Garlic Bread, Nachos, Penne Alfredo, Mozzarella Sticks, Salad","Pizza, Italian, Continental, Desserts","4"
"Jcubez",1300,0,1,"Lounge","Dine-out","Banashankari","Beer, Chicken Wings, Chilli Chicken, Onion Rings, Fries","Finger Food","4"
"Gustoes Beer House",1200,0,0,"Pub","Dine-out","Banashankari","Beer, Wedges, Pizza, Nachos, Salads, Papaya Salad, Buffalo Wings","Continental, Italian, Mexican, North Indian, Chinese, Steak","4"
"Penthouse Cafe",700,1,0,"Cafe","Dine-out","Banashankari","Pizza, Mocktails, Coffee, Nachos, Salad, Pasta, Sandwiches","Cafe, Italian, Continental","4"
"Spice Elephant",800,1,0,"Casual Dining","Dine-out","Banashankari","Momos, Lunch Buffet, Chocolate Nirvana, Thai Green Curry, Paneer Tikka, Dum Biryani, Chicken Biryani","Chinese, North Indian, Thai","4"
"Smacznego",550,1,0,"Cafe","Dine-out","Banashankari","Waffles, Pasta, Coleslaw Sandwich, Choco Waffle, Tacos, Momos, Cheese Nachos","Cafe, Mexican, Italian, Momos, Beverages","4"
"Down The Alley",500,1,0,"Cafe","Dine-out","Banashankari","Waffles, Pasta, Crispy Chicken, Honey Chilli Chicken, Sandwich, Coffee, Crepe","Cafe","4"
"Cafe Shuffle",600,1,1,"Cafe","Dine-out","Banashankari","Mocktails, Peri Fries, Lasagne, Pizza, Chicken Bbq Wings, Virgin Mojito, Nachos","Cafe, Italian, Continental","4"
"The Coffee Shack",500,1,1,"Cafe","Dine-out","Banashankari","Coffee, Spaghetti, Pancakes, Nachos, Pasta, Sandwich, Garlic Bread","Cafe, Chinese, Continental, Italian","4"
"Peppy Peppers",800,0,0,"Casual Dining","Dine-out","Banashankari","Pasta, Pepper Pizza, Paneer Pizza, Peppy Paneer, Nachos, Supreme Pizza, Manchow Soup","Italian, North Indian, Mexican","4"
"Anna Kuteera",450,1,0,"Casual Dining","Dine-out","Banashankari","Panner Tikka, Kulfi, Coffee, Pav Bhaji, Carrot Halwa, Fried Rice, Set Dosa","South Indian, North Indian, Chinese","4"
"Szechuan Dragon",600,1,0,"Casual Dining","Dine-out","Banashankari","Noodles, Momos, Veg Manchow Soup, Kung Pao Chicken, Chicken Lollipop, Chop Suey, Dragon Chicken","Chinese, Thai, Momos","4"
"1947",850,0,1,"Casual Dining","Dine-out","Banashankari","Salads, Panneer Butter Masala, Rabri, Gajar Ka Halwa, Manchow Soup, Aam Panna, Tomato Basil Soup","North Indian, Chinese","4"
"Caf-Eleven",450,0,0,"Cafe","Dine-out","Banashankari","Sandwich, Omelette, Ice Tea, Virgin Mojito, Hot Chocolate, Pasta Arrabiata, Hazelnut Cappuccino","Cafe, Continental","4"
"Thamboola",800,1,0,"Casual Dining","Dine-out","Banashankari","Spring Roll, Manchow Soup, Babycorn Manchurian, Mint Cooler, Roti, Panneer Butter Masala","North Indian, Chinese, Continental","4"
"San Churro Cafe",800,1,0,"Cafe, Casual Dining","Dine-out","Banashankari","Churros, Cannelloni, Minestrone Soup, Hot Chocolate, Pink Sauce Pasta, Salsa, Veg Supreme Pizza","Cafe, Mexican, Italian","4"
"Cafe Vivacity",650,1,0,"Cafe","Dine-out","Banashankari","Garlic Bread, Burgers, Sandwiches, Pizza, Hot Chocolate Fudge, Waffles, Potato Wedges","Cafe","4"
